customer_id,customer_name,email,city,state,signup_date,customer_segment
C100073,Anitha Pillai,user73@mail.com,chennai,Maharashtra,2023-05-19,VIP
C100074,Priya Gupta,user74@mail.com,Kolkata,West Bengal,2021-02-26,New
C100075,Meena Gupta,user75@mail.com,CHENNAI,Uttar Pradesh,2023-08-13,Regular
C100076,Ramesh Prakash,user76@mail.com,Hyderabad,Rajasthan,2023-11-15,Premium
C100077,Lakshmi Prakash,user77@mail.com,Coimbatore,Gujarat,2021-05-22,VIP
C100078,Arun Sharma,user78@mail.com,Delhi,Tamil Nadu,2023-11-13,Premium
C100079,Ganesh Nair,user79@mail.com,Kolkata,Gujarat,2021-11-24,Premium
C100080,Arun Raj,user80@mail.com,Coimbatore,Rajasthan,2024-07-01,VIP
C100081,Lakshmi Murthy,user81@mail.com,Chennai,Karnataka,2022-11-23,VIP
C100082,Kavya Kumar,user82@mail.com,Mumbai,Rajasthan,2021-09-20,VIP
C100083,Kavya Sharma,user83@mail.com,Delhi,Delhi,2021-08-11,Premium
C100084,Karthik Raj,user84@mail.com,Delhi,Telangana,2024-04-22,Regular
C100085,Nithya Raj,user85@mail.com,Jaipur,Tamil Nadu,2024-09-18,New
C100086,Suresh Prakash,user86@mail.com,Bangalore,Tamil Nadu,2022-04-29,Premium
C100087,Nithya Pillai,user87@mail.com,Coimbatore,Karnataka,2024-01-20,VIP
C100088,Anitha Murthy,user88@mail.com,Mumbai,Delhi,2022-12-03,New
C100089,Deepa Devi,user89@mail.com,Mumbai,Maharashtra,2021-12-02,VIP
C100090,Ramesh Rao,user90@mail.com,CHENNAI,Telangana,2021-10-02,New
C100091,Meena Reddy,user91@mail.com,Ahmedabad,Gujarat,2021-12-07,New
C100092,Lakshmi Nair,user92@mail.com,Delhi,Karnataka,2024-06-14,VIP
C100093,Sathish Raj,user93@mail.com,Lucknow,Delhi,2022-03-23,New
C100094,Kavya Devi,user94@mail.com,Bangalore,Tamil Nadu,2021-09-07,VIP
C100095,Karthik Iyer,user95@mail.com,delhi,Telangana,2021-05-15,Premium
C100096,Arun Sharma,user96@mail.com,Coimbatore,Tamil Nadu,2022-09-30,Premium
C100097,Kavya Sharma,user97@mail.com,Jaipur,Gujarat,2022-01-15,New
C100098,Kavya Kumar,user98@mail.com,Jaipur,Telangana,2022-04-06,VIP
C100099,Karthik Rao,user99@mail.com,Coimbatore,Tamil Nadu,2021-06-12,New
C100100,Divya Devi,user100@mail.com,Bangalore,Gujarat,2021-06-12,New
C100101,Karthik Kumar,user101@mail.com,Lucknow,Gujarat,2023-01-13,Premium
C100102,Ganesh Raj,user102@mail.com,Lucknow,Maharashtra,2022-09-29,Premium
C100103,Kavya Murthy,user103@mail.com,Hyderabad,Telangana,2023-09-17,VIP
C100104,Nithya Devi,user104@mail.com,Delhi,Uttar Pradesh,2024-04-06,Premium
C100105,Suresh Rao,user105@mail.com,Lucknow,Uttar Pradesh,2024-11-17,Premium
C100106,Nithya Devi,user106@mail.com,Jaipur,West Bengal,2023-07-15,New
C100107,Nithya Reddy,user107@mail.com,chennai,West Bengal,2024-07-14,Regular
C100108,Ramesh Raj,user108@mail.com,delhi,Telangana,2021-01-18,New
C100109,Priya Gupta,user109@mail.com,Delhi,Delhi,2022-06-12,Premium
C100110,Deepa Iyer,user110@mail.com,Ahmedabad,Karnataka,2024-07-01,Premium
C100111,Deepa Reddy,user111@mail.com,Bangalore,Gujarat,2024-07-06,Regular
C100112,Sathish Rao,user112@mail.com,Ahmedabad,West Bengal,2024-11-07,Regular
C100113,Divya Gupta,user113@mail.com,Mumbai,West Bengal,2024-03-16,VIP
C100114,Priya Kumar,user114@mail.com,delhi,Maharashtra,2023-12-29,VIP
C100115,Manoj Rao,,chennai,Maharashtra,2024-09-18,Premium
C100116,Ganesh Raj,user116@mail.com,Kolkata,Tamil Nadu,2023-11-11,Regular
C100117,Kavya Devi,user117@mail.com,delhi,Tamil Nadu,2024-09-07,Regular
C100118,Ramesh Pillai,user118@mail.com,Kolkata,Delhi,2022-04-12,Premium
C100119,Sathish Prakash,,Mumbai,Tamil Nadu,2021-06-10,VIP
C100120,Deepa Prakash,user120@mail.com,delhi,Uttar Pradesh,2024-12-26,New
C100121,Vijay Nair,user121@mail.com,Jaipur,Gujarat,2021-12-23,VIP
C100122,Kavya Raj,user122@mail.com,chennai,Rajasthan,2021-02-05,New
C100123,Sathish Pillai,user123@mail.com,Lucknow,Gujarat,2023-02-15,VIP
C100124,Priya Kumar,user124@mail.com,Hyderabad,Tamil Nadu,2024-09-15,Premium
C100125,Arun Raj,user125@mail.com,delhi,West Bengal,2021-03-14,Regular
C100126,Kavya Prakash,user126@mail.com,chennai,Tamil Nadu,2022-10-06,VIP
C100127,Deepa Nair,,Jaipur,Gujarat,2022-04-17,VIP
C100128,Nithya Devi,user128@mail.com,Ahmedabad,Delhi,2024-04-08,VIP
C100129,Manoj Kumar,user129@mail.com,Lucknow,Karnataka,2022-12-02,Premium
C100130,Anitha Reddy,user130@mail.com,Kolkata,Delhi,2022-09-27,Premium
C100131,Arun Reddy,user131@mail.com,Bangalore,Maharashtra,2022-05-16,New
C100132,Vijay Nair,user132@mail.com,Pune,Telangana,2024-12-22,Premium
C100133,Meena Reddy,user133@mail.com,Coimbatore,Maharashtra,2021-12-08,Regular
C100134,Nithya Prakash,user134@mail.com,Bangalore,Rajasthan,2023-11-20,Premium
C100135,Ramesh Murthy,user135@mail.com,delhi,Telangana,2022-07-22,VIP
C100136,Ramesh Kumar,user136@mail.com,Ahmedabad,Maharashtra,2022-12-12,New
C100137,Divya Rao,user137@mail.com,Lucknow,Gujarat,2024-08-12,New
C100138,Ganesh Kumar,user138@mail.com,Pune,Rajasthan,2021-06-06,Regular
C100139,Divya Sharma,,delhi,Delhi,2021-09-24,Regular
C100140,Nithya Pillai,user140@mail.com,Pune,Gujarat,2024-05-08,Regular
C100141,Anitha Kumar,user141@mail.com,Bangalore,Tamil Nadu,2024-09-23,Regular
C100142,Karthik Prakash,user142@mail.com,delhi,Telangana,2024-02-29,Premium
C100143,Karthik Sharma,user143@mail.com,Jaipur,Uttar Pradesh,2022-03-05,Regular
C100144,Karthik Gupta,user144@mail.com,Bangalore,Gujarat,2024-01-03,Regular
C100145,Kavya Reddy,user145@mail.com,Chennai,Telangana,2023-07-28,Premium
C100146,Priya Sharma,user146@mail.com,Chennai,Karnataka,2024-11-26,Regular
C100147,Kavya Sharma,user147@mail.com,Jaipur,Maharashtra,2023-12-05,Premium
C100148,Divya Sharma,user148@mail.com,Coimbatore,West Bengal,2023-11-12,New
C100149,Karthik Reddy,user149@mail.com,Jaipur,Karnataka,2022-07-08,New
C100150,Ganesh Murthy,user150@mail.com,Mumbai,West Bengal,2022-02-18,VIP
C100151,Ramesh Gupta,user151@mail.com,Ahmedabad,Delhi,2021-06-07,Premium
C100152,Ganesh Devi,user152@mail.com,Mumbai,Delhi,2021-01-07,Premium
C100153,Vijay Reddy,user153@mail.com,Kolkata,Tamil Nadu,2023-06-17,Regular
C100154,Suresh Gupta,user154@mail.com,Ahmedabad,Rajasthan,2022-08-23,Premium
C100155,Meena Nair,user155@mail.com,delhi,Tamil Nadu,2024-03-17,VIP
C100156,Ganesh Raj,user156@mail.com,CHENNAI,West Bengal,2021-06-14,Premium
C100157,Arun Nair,user157@mail.com,CHENNAI,Karnataka,2022-06-23,New
C100158,Priya Raj,user158@mail.com,Pune,Maharashtra,2023-12-17,Premium
C100159,Ramesh Pillai,user159@mail.com,Lucknow,Tamil Nadu,2023-07-13,VIP
C100160,Vijay Prakash,user160@mail.com,Bangalore,Rajasthan,2023-04-30,New
C100161,Lakshmi Raj,user161@mail.com,Ahmedabad,Rajasthan,2022-07-30,Regular
C100162,Kavya Iyer,user162@mail.com,Delhi,Delhi,2022-01-01,Premium
C100163,Meena Prakash,user163@mail.com,Hyderabad,Delhi,2023-06-24,Premium
C100164,Sathish Pillai,user164@mail.com,Delhi,Delhi,2022-03-21,Premium
C100165,Meena Sharma,user165@mail.com,Coimbatore,Uttar Pradesh,2021-01-10,Regular
C100166,Arun Gupta,user166@mail.com,CHENNAI,Rajasthan,2021-01-13,Premium
C100167,Meena Gupta,user167@mail.com,chennai,West Bengal,2024-04-12,Premium
C100168,Priya Prakash,user168@mail.com,Chennai,Telangana,2021-12-08,Premium
C100169,Vijay Raj,user169@mail.com,Pune,Uttar Pradesh,2021-04-17,Regular
C100170,Priya Rao,user170@mail.com,CHENNAI,Karnataka,2021-07-27,VIP
C100171,Suresh Murthy,user171@mail.com,CHENNAI,Gujarat,2023-12-28,New
C100172,Meena Sharma,user172@mail.com,CHENNAI,Rajasthan,2024-02-24,Regular
C100173,Ramesh Rao,user173@mail.com,delhi,West Bengal,2023-09-23,Regular
C100174,Ganesh Devi,user174@mail.com,chennai,Delhi,2021-05-05,New
C100175,Vijay Pillai,user175@mail.com,Ahmedabad,Uttar Pradesh,2023-05-07,Regular
C100176,Nithya Murthy,user176@mail.com,Delhi,Gujarat,2024-07-28,New
C100177,Divya Raj,user177@mail.com,delhi,Tamil Nadu,2024-05-10,VIP
C100178,Deepa Murthy,user178@mail.com,delhi,Maharashtra,2024-07-07,Premium
C100179,Divya Kumar,user179@mail.com,Kolkata,Rajasthan,2024-01-20,Premium
C100180,Ganesh Prakash,user180@mail.com,Pune,Gujarat,2022-02-08,New
C100181,Vijay Prakash,user181@mail.com,Coimbatore,Rajasthan,2021-10-30,Regular
C100182,Sathish Pillai,user182@mail.com,delhi,Uttar Pradesh,2024-03-14,Premium
C100183,Deepa Pillai,user183@mail.com,Lucknow,Rajasthan,2021-10-30,Regular
C100184,Arun Raj,user184@mail.com,Ahmedabad,Karnataka,2022-07-11,Premium
C100185,Karthik Rao,user185@mail.com,Mumbai,Uttar Pradesh,2021-04-25,New
C100186,Suresh Pillai,user186@mail.com,Kolkata,Uttar Pradesh,2021-06-13,Premium
C100187,Divya Iyer,user187@mail.com,Coimbatore,Tamil Nadu,2021-08-24,Regular
C100188,Suresh Reddy,user188@mail.com,CHENNAI,Maharashtra,2023-02-12,Regular
C100189,Suresh Kumar,user189@mail.com,Mumbai,Maharashtra,2021-12-20,Premium
C100190,Meena Iyer,user190@mail.com,Kolkata,Maharashtra,2023-11-11,Premium
C100191,Divya Iyer,user191@mail.com,,Karnataka,2021-02-11,Regular
C100192,Ramesh Gupta,user192@mail.com,Bangalore,Tamil Nadu,2021-06-29,Premium
C100193,Kavya Gupta,user193@mail.com,Chennai,Telangana,2023-05-01,New
C100194,Priya Iyer,user194@mail.com,Delhi,Delhi,2024-01-13,Premium
C100195,Deepa Sharma,user195@mail.com,chennai,Delhi,2021-03-12,Premium
C100196,Suresh Devi,user196@mail.com,Delhi,Karnataka,2023-08-09,New
C100197,Anitha Prakash,user197@mail.com,CHENNAI,Uttar Pradesh,2022-05-11,Regular
C100198,Deepa Kumar,user198@mail.com,Bangalore,Karnataka,2021-12-18,Premium
C100199,Anitha Rao,user199@mail.com,Delhi,Telangana,2023-11-29,New
C100200,Ganesh Reddy,user200@mail.com,Mumbai,Delhi,2021-08-03,Premium
C100201,Kavya Murthy,user201@mail.com,Chennai,Delhi,2024-03-22,Premium
C100202,Anitha Rao,user202@mail.com,CHENNAI,Karnataka,2023-08-08,New
C100203,Priya Reddy,user203@mail.com,Pune,Rajasthan,2023-01-22,VIP
C100204,Divya Nair,user204@mail.com,Lucknow,Rajasthan,2024-07-05,New
C100205,Kavya Devi,user205@mail.com,Kolkata,Telangana,2024-08-15,Regular
C100206,Sathish Iyer,user206@mail.com,Chennai,Tamil Nadu,2024-08-06,New
C100207,Meena Devi,user207@mail.com,Hyderabad,West Bengal,2021-03-07,New
C100208,Kavya Kumar,user208@mail.com,chennai,West Bengal,2023-07-21,VIP
C100209,Ramesh Reddy,user209@mail.com,Mumbai,Uttar Pradesh,2023-10-03,New
C100210,Ganesh Murthy,user210@mail.com,Jaipur,Tamil Nadu,2021-11-04,New
C100211,Karthik Murthy,user211@mail.com,Kolkata,Gujarat,2021-06-01,New
C100212,Lakshmi Gupta,user212@mail.com,CHENNAI,Karnataka,2023-10-29,VIP
C100213,Manoj Gupta,user213@mail.com,CHENNAI,Delhi,2024-02-14,Regular
C100214,Ganesh Kumar,user214@mail.com,Pune,West Bengal,2024-06-25,Premium
C100215,Priya Murthy,user215@mail.com,Hyderabad,West Bengal,2021-02-07,Premium
C100216,Anitha Sharma,user216@mail.com,CHENNAI,Uttar Pradesh,2023-06-02,VIP
C100217,Vijay Kumar,user217@mail.com,chennai,Gujarat,2023-05-09,New
C100218,Priya Sharma,,Chennai,Uttar Pradesh,2022-12-19,New
C100219,Deepa Iyer,user219@mail.com,Pune,West Bengal,2024-08-09,New
C100220,Ganesh Reddy,user220@mail.com,Jaipur,Gujarat,2021-04-25,Premium
C100221,Priya Reddy,user221@mail.com,Mumbai,Tamil Nadu,2024-09-21,Regular
C100222,Ramesh Murthy,user222@mail.com,delhi,West Bengal,2022-11-16,New
C100223,Divya Rao,user223@mail.com,Coimbatore,Maharashtra,2023-05-22,VIP
C100224,Deepa Kumar,user224@mail.com,Jaipur,Delhi,2023-01-11,New
C100225,Ramesh Iyer,user225@mail.com,CHENNAI,Gujarat,2023-01-29,Premium
C100226,Deepa Raj,user226@mail.com,Delhi,Maharashtra,2022-04-23,New
C100227,Ganesh Sharma,user227@mail.com,Coimbatore,Gujarat,2022-07-27,VIP
C100228,Ganesh Gupta,user228@mail.com,Mumbai,Telangana,2021-02-17,VIP
C100229,Priya Rao,user229@mail.com,Pune,Telangana,2021-04-13,New
C100230,Meena Pillai,user230@mail.com,CHENNAI,West Bengal,2021-11-04,VIP
C100231,Meena Gupta,user231@mail.com,CHENNAI,Delhi,2023-06-11,New
C100232,Deepa Iyer,user232@mail.com,Pune,Rajasthan,2024-10-30,Premium
C100233,Manoj Rao,user233@mail.com,Coimbatore,Karnataka,2023-10-07,Premium
C100234,Meena Pillai,user234@mail.com,delhi,Karnataka,2021-06-19,VIP
C100235,Suresh Devi,user235@mail.com,Chennai,Rajasthan,2023-04-24,Premium
C100236,Deepa Gupta,user236@mail.com,chennai,Tamil Nadu,2021-05-21,Premium
C100237,Manoj Gupta,user237@mail.com,Ahmedabad,Delhi,2023-07-21,Premium
C100238,Anitha Sharma,user238@mail.com,Coimbatore,Maharashtra,2021-10-04,VIP
C100239,Meena Reddy,user239@mail.com,Coimbatore,West Bengal,2023-07-26,Regular
C100240,Arun Murthy,user240@mail.com,Delhi,Gujarat,2023-07-01,New
C100241,Meena Devi,user241@mail.com,Pune,Maharashtra,2022-10-13,Premium
C100242,Deepa Sharma,user242@mail.com,Bangalore,Gujarat,2022-04-25,Premium
C100243,Ganesh Nair,user243@mail.com,CHENNAI,Tamil Nadu,2024-10-14,Regular
C100244,Sathish Nair,user244@mail.com,Hyderabad,West Bengal,2024-06-04,VIP
C100245,Ramesh Pillai,user245@mail.com,Delhi,Rajasthan,2024-03-05,Regular
C100246,Nithya Rao,user246@mail.com,Chennai,Gujarat,2022-11-09,Regular
C100247,Anitha Gupta,,Kolkata,Maharashtra,2022-06-15,Premium
C100248,Karthik Murthy,user248@mail.com,Jaipur,Tamil Nadu,2022-03-07,Regular
C100249,Ganesh Raj,user249@mail.com,Bangalore,Delhi,2024-10-22,VIP
C100250,Kavya Gupta,user250@mail.com,Coimbatore,Gujarat,2021-07-11,Regular
C100251,Meena Devi,,Coimbatore,Telangana,2024-12-01,New
C100252,Ramesh Prakash,user252@mail.com,,West Bengal,2024-07-08,Premium
C100253,Arun Kumar,user253@mail.com,Pune,West Bengal,2024-07-13,VIP
C100254,Kavya Nair,user254@mail.com,Jaipur,Maharashtra,2024-08-28,VIP
C100255,Karthik Nair,user255@mail.com,delhi,Tamil Nadu,2023-05-27,New
C100256,Deepa Gupta,user256@mail.com,Mumbai,West Bengal,2021-07-12,Regular
C100257,Ramesh Rao,user257@mail.com,Pune,Karnataka,2021-05-31,New
C100258,Manoj Nair,user258@mail.com,Chennai,Rajasthan,2024-01-11,Premium
C100259,Manoj Devi,user259@mail.com,Hyderabad,Rajasthan,2023-04-14,Premium
C100260,Suresh Gupta,user260@mail.com,Kolkata,Tamil Nadu,2024-04-24,VIP
C100261,Arun Raj,user261@mail.com,Hyderabad,Delhi,2023-11-26,Premium
C100262,Deepa Devi,user262@mail.com,Mumbai,Gujarat,2021-08-16,New
C100263,Anitha Rao,user263@mail.com,Coimbatore,Rajasthan,2022-07-26,Regular
C100264,Sathish Kumar,user264@mail.com,Coimbatore,Tamil Nadu,2021-12-19,VIP
C100265,Kavya Raj,user265@mail.com,Delhi,Telangana,2024-08-28,New
C100266,Sathish Prakash,user266@mail.com,Jaipur,Tamil Nadu,2021-08-25,Regular
C100267,Sathish Gupta,user267@mail.com,Kolkata,Karnataka,2023-11-05,VIP
C100268,Ganesh Nair,user268@mail.com,Bangalore,Telangana,2023-01-28,Premium
C100269,Deepa Pillai,user269@mail.com,Kolkata,Gujarat,2024-03-26,VIP
C100270,Sathish Prakash,user270@mail.com,Coimbatore,Delhi,2022-01-05,VIP
C100271,Nithya Nair,user271@mail.com,Pune,Karnataka,2024-03-06,Regular
C100272,Vijay Devi,user272@mail.com,Chennai,Rajasthan,2022-05-10,VIP
C100273,Vijay Pillai,user273@mail.com,Chennai,Delhi,2021-04-16,Regular
C100274,Nithya Gupta,user274@mail.com,Kolkata,West Bengal,2021-02-21,VIP
C100275,Kavya Murthy,user275@mail.com,Hyderabad,Gujarat,2022-08-28,New
C100276,Sathish Raj,user276@mail.com,CHENNAI,West Bengal,2024-10-16,Premium
C100277,Meena Devi,user277@mail.com,Delhi,Telangana,2022-07-17,Regular
C100278,Vijay Iyer,user278@mail.com,Delhi,Gujarat,2024-05-26,VIP
C100279,Ganesh Pillai,user279@mail.com,Bangalore,Tamil Nadu,2021-10-24,New
C100280,Karthik Prakash,user280@mail.com,Bangalore,West Bengal,2021-11-18,Premium
C100281,Suresh Devi,user281@mail.com,,Uttar Pradesh,2024-04-06,VIP
C100282,Manoj Rao,user282@mail.com,Bangalore,Telangana,2022-06-30,New
C100283,Suresh Rao,user283@mail.com,Pune,Maharashtra,2023-04-26,Regular
C100284,Ramesh Raj,user284@mail.com,Delhi,Maharashtra,2024-02-04,VIP
C100285,Deepa Reddy,user285@mail.com,Ahmedabad,Tamil Nadu,2024-07-03,VIP
C100286,Ganesh Pillai,user286@mail.com,Hyderabad,Gujarat,2023-08-17,VIP
C100287,Sathish Reddy,user287@mail.com,Mumbai,Telangana,2023-04-02,New
C100288,Divya Devi,user288@mail.com,Bangalore,Gujarat,2024-07-12,Premium
C100289,Deepa Reddy,user289@mail.com,Coimbatore,Karnataka,2021-07-28,New
C100290,Arun Sharma,user290@mail.com,Lucknow,Delhi,2023-04-15,Regular
C100291,Manoj Nair,user291@mail.com,Chennai,Delhi,2023-04-22,Regular
C100292,Arun Iyer,user292@mail.com,Coimbatore,Gujarat,2021-09-13,Regular
C100293,Meena Reddy,user293@mail.com,Pune,Rajasthan,2021-08-27,VIP
C100294,Deepa Pillai,user294@mail.com,Coimbatore,Maharashtra,2024-01-02,New
C100295,Kavya Nair,user295@mail.com,Delhi,Maharashtra,2023-02-02,VIP
C100296,Kavya Murthy,user296@mail.com,Mumbai,Maharashtra,2023-08-07,VIP
C100297,Deepa Nair,user297@mail.com,Hyderabad,Rajasthan,2021-03-16,Regular
C100298,Arun Reddy,user298@mail.com,Bangalore,Uttar Pradesh,2021-04-12,Regular
C100299,Ganesh Gupta,user299@mail.com,Hyderabad,Telangana,2021-07-11,VIP
C100300,Manoj Rao,user300@mail.com,CHENNAI,Maharashtra,2021-02-11,VIP
C100301,Anitha Nair,user301@mail.com,Coimbatore,Delhi,2024-03-20,New
C100302,Suresh Sharma,user302@mail.com,Ahmedabad,Telangana,2021-11-18,VIP
C100303,Arun Reddy,user303@mail.com,delhi,Delhi,2021-05-03,VIP
C100304,Arun Raj,user304@mail.com,Ahmedabad,Rajasthan,2023-09-01,New
C100305,Deepa Prakash,user305@mail.com,Chennai,Delhi,2022-04-18,Premium
C100306,Sathish Prakash,user306@mail.com,Hyderabad,Maharashtra,2023-06-27,Regular
C100307,Divya Murthy,user307@mail.com,delhi,Gujarat,2024-02-04,VIP
C100308,Manoj Iyer,user308@mail.com,delhi,West Bengal,2024-12-01,Premium
C100309,Ramesh Nair,user309@mail.com,Pune,Delhi,2023-06-14,VIP
C100310,Ganesh Iyer,user310@mail.com,CHENNAI,Delhi,2023-04-03,VIP
C100311,Manoj Murthy,user311@mail.com,delhi,Delhi,2022-10-21,Regular
C100312,Deepa Murthy,user312@mail.com,Jaipur,Delhi,2023-01-06,VIP
C100313,Karthik Nair,,Coimbatore,Telangana,2024-09-30,VIP
C100314,Arun Rao,user314@mail.com,,Karnataka,2023-08-28,New
C100315,Divya Iyer,user315@mail.com,CHENNAI,Uttar Pradesh,2021-08-25,New
C100316,Kavya Gupta,user316@mail.com,Pune,West Bengal,2024-05-31,Regular
C100317,Karthik Gupta,user317@mail.com,Kolkata,Maharashtra,2022-11-20,New
C100318,Divya Kumar,user318@mail.com,Jaipur,Uttar Pradesh,2022-11-10,New
C100319,Kavya Devi,user319@mail.com,CHENNAI,Rajasthan,2023-09-16,Regular
C100320,Arun Sharma,user320@mail.com,Bangalore,Telangana,2021-12-05,Premium
